Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,...66
Curacao,CUW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8678207397461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,CYP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3624725341797,NA,NA,NA,NA,NA,NA,NA,NA,96.8036270141602,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6784286499023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czech Republic,CZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,DJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,DMA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,DNK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.064567565918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.996467590332,NA,NA,NA,NA,88.2444610595703,NA,NA,89.5387268066406,90.1063766479492,90.1551818847656,90.8581466674805,91.7637634277344,91.9912109375,93.7784576416016,NA,NA,NA,NA,NA
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6308784484863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8734970092773,NA,NA,NA,72.648681640625,NA,75.1360473632813,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4078369140625,NA,NA,NA
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8146781921387,63.9865798950195,65.108268737793,66.2222290039063,66.7941284179688,68.4850692749023,69.3457336425781,70.6539306640625,71.7045593261719,72.7099304199219,73.6005020141602,74.8436126708984,79.2053909301758,79.9052734375,79.787483215332,81.1292572021484,81.6948928833008,82.2153396606445,82.8106994628906,83.3998107910156,83.9192962646484,89.5547866821289,89.9209594726563,90.2490921020508,90.5564727783203,91.0065536499023,91.3846969604492,91.7557678222656,92.0928192138672,92.4608993530273,92.8839874267578,93.9614715576172,94.198600769043,94.5188293457031,94.6077423095703,94.4559097290039,94.6779403686523,94.7790222167969,95.195671081543,95.4092330932617,95.53955078125,95.7292861938477,95.8791198730469,96.0267868041992,96.1731491088867,NA
Early-demographic dividend,EAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.847339630127,49.0845603942871,49.7215805053711,50.3535118103027,50.9587211608887,51.0460586547852,51.8267784118652,52.7948989868164,53.4155502319336,54.2119216918945,54.86669921875,55.4972686767578,56.3853187561035,57.123291015625,57.8043518066406,58.65625,59.1379508972168,60.1629600524902,60.9489784240723,61.7447509765625,62.5383186340332,63.2736015319824,63.934009552002,66.9609222412109,67.573600769043,68.2502212524414,68.6785583496094,69.372428894043,70.4044418334961,71.1938934326172,70.9864807128906,71.2460174560547,72.0518188476563,73.2806701660156,74.142578125,75.2829208374023,75.2880020141602,75.919319152832,76.4218978881836,77.2373733520508,77.9557800292969,78.5781021118164,79.0169982910156,79.354133605957,79.8409881591797,80.307258605957,NA
East Asia & Pacific,EAS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.9404907226563,66.1317901611328,67.1467514038086,68.1490325927734,68.6438903808594,70.2154922485352,70.9532089233398,72.1205825805664,73.063362121582,73.9693374633789,74.7678680419922,75.9420471191406,79.8541030883789,80.5023574829102,80.4124374389648,81.6342468261719,82.1619567871094,82.6443099975586,83.2157363891602,83.7791519165039,84.2719268798828,89.3209533691406,89.671989440918,90.0217437744141,90.313850402832,90.7394790649414,91.1237335205078,91.5148696899414,91.8668518066406,92.2486877441406,92.6711120605469,93.660026550293,93.9256896972656,94.2469100952148,94.2679901123047,94.0752410888672,94.313362121582,94.4203720092773,94.9177322387695,95.1382675170898,95.2753829956055,95.4714279174805,95.6253204345703,95.7740097045898,95.919792175293,NA
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9975814819336,94.703987121582,94.9108810424805,94.9616088867188,95.0981216430664,95.2373809814453,95.3128967285156,95.5121078491211,95.5431900024414,95.6625518798828,95.7830581665039,95.901123046875,96.0218887329102,96.2056427001953,96.3177871704102,96.6522903442383,96.7485961914063,96.8666534423828,96.9455032348633,97.0317764282227,97.1056594848633,97.2827682495117,97.4964218139648,97.4550170898438,97.5509490966797,97.5549774169922,98.0633697509766,98.3786773681641,98.6346893310547,98.7682189941406,98.8167190551758,98.8498077392578,98.8784637451172,98.9988784790039,98.9724578857422,99.0077362060547,99.0434875488281,99.0774688720703,NA
Europe & Central Asia,ECS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6723327636719,95.811393737793,95.9729385375977,96.0991287231445,96.2465515136719,96.3609390258789,96.4207611083984,96.516960144043,96.6961212158203,96.7901992797852,96.9191436767578,96.9244689941406,97.0769119262695,97.0874710083008,97.2470703125,97.4175262451172,97.5809478759766,97.8936767578125,97.9982223510742,98.0686416625977,98.1163482666016,98.1648712158203,98.2547912597656,98.2719192504883,98.3335189819336,98.3789672851563,98.4282836914063,NA
Ecuador,ECU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5526885986328,NA,NA,NA,NA,NA,NA,NA,88.2987594604492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9840316772461,NA,NA,NA,NA,NA,92.0967864990234,92.3900527954102,92.2497634887695,91.8540420532227,91.5868988037109,92.0647277832031,93.2946319580078,94.2226409912109,94.4556579589844,94.350227355957,92.8297882080078,NA,NA,93.6260986328125,NA
"Egypt, Arab Rep.",EGY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1967582702637,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4239883422852,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5870018005371,NA,NA,NA,NA,NA,NA,NA,NA,67.3318710327148,66.3699111938477,NA,NA,NA,72.0478515625,NA,73.865592956543,72.442497253418,NA,NA,NA,71.1682510375977,NA,NA,NA,NA
Euro area,EMU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5139503479004,NA,NA,NA,NA,NA,64.662971496582,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5705184936523,NA,NA,NA
Spain,ESP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.8097686767578,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4949722290039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1651229858398,97.7506866455078,97.7521362304688,97.9388427734375,97.6306076049805,97.6792678833008,97.7489013671875,97.7837524414063,97.8945388793945,98.0791320800781,98.0937194824219,98.1432571411133,98.2505111694336,NA,98.4365005493164,NA,98.5944595336914,NA
Estonia,EST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7264404296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7671966552734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8857879638672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0113506317139,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9000015258789,29.8203392028809,NA,38.995979309082,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7711791992188,NA,NA,NA,NA
European Union,EUU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fragile and conflict affected situations,FCS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8465309143066,53.2910003662109,53.7572898864746,54.1397285461426,54.8757781982422,55.5906295776367,56.0867004394531,56.6765785217285,57.3730087280273,57.8230018615723,58.2894592285156,59.2206916809082,60.0962600708008,60.7253112792969,61.5853996276855,62.4585113525391,63.1266212463379,60.7493286132813,61.5615386962891,62.0209197998047,61.9864082336426,63.1284217834473,63.3391990661621,64.6233673095703,60.5132789611816,60.5336494445801,60.0224914550781,60.2872886657715,60.1002807617188,62.0115699768066,62.4382286071777,63.4073600769043,62.1488914489746,64.2720031738281,65.0060195922852,63.4959907531738,63.7493705749512,63.9818801879883,NA
Finland,FIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,FRO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.2336730957031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2837982177734,NA,NA,NA,NA,NA,84.6671600341797,NA,NA,NA
United Kingdom,GBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6523513793945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5861892700195,NA,NA,99.3642578125,NA,99.5584411621094,NA,NA
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8974685668945,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4970703125,NA,NA,NA,NA,NA,NA,NA,79.0396423339844,NA,NA,NA
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,GIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5537490844727,NA,NA,NA,NA,NA,NA,29.7040195465088,NA,NA,NA,NA,NA,NA,25.3077392578125,NA,NA,NA,32.0038414001465,NA,NA,NA,39.6176795959473,NA,NA,NA
"Gambia, The",GMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8177299499512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9500503540039,NA,50.7779693603516,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9582500457764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3577690124512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5811614990234,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.3082962036133,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3705368041992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.512321472168,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6104507446289,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9943618774414,NA,NA,NA,93.0443115234375,NA,93.9315490722656,NA,93.9051132202148,NA,97.3687362670898,NA,NA,NA,NA,NA,NA,97.9359512329102,NA,NA,NA
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7944717407227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5999984741211,NA,NA,NA,NA,NA,NA,NA
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2116394042969,NA,NA,NA,NA,NA,NA,NA,69.1017303466797,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.2648620605469,77.0386734008789,81.2858963012695,NA,NA,NA,80.810676574707,NA,NA,NA
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4206466674805,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3691482543945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.994010925293,NA,NA,NA,NA,85.6397323608398,NA,NA,NA,NA,NA,NA,NA
High income,HIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hong Kong SAR, China",HKG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,HND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.0110321044922,NA,NA,NA,NA,NA,83.5889892578125,NA,NA,84.7553634643555,85.1232986450195,85.3555526733398,85.4644165039063,87.1975326538086,87.9068298339844,88.9874801635742,NA,87.2052383422852,88.5074310302734,NA,NA
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9146690368652,43.5439682006836,43.9191398620605,44.5571899414063,45.1229591369629,45.3817291259766,45.6818389892578,46.0618286132813,46.6692886352539,46.6538314819336,47.1489601135254,47.9672393798828,48.6453018188477,49.4282417297363,50.1425590515137,51.0013618469238,51.454231262207,52.2774085998535,53.7155685424805,52.9545516967773,51.3365898132324,52.8661689758301,53.1087188720703,53.2583389282227,54.0748901367188,56.105110168457,57.3334007263184,58.3261795043945,59.1648406982422,59.6467590332031,60.4588088989258,61.3889312744141,61.8828887939453,62.5051918029785,63.0504112243652,NA
Croatia,HRV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7015533447266,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1466827392578,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.125358581543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
